id,name_en,desc_en,keywords_en,name_pt,desc_pt,keywords_pt
~X~021301,Insect Resins,"lac; natural gums, resins, gum-resins and oleoresins (for example, balsams).",NULL,Laca,"gomas naturais, resinas, gomas-resinas e oleorresinas (bálsamos, por exemplo).",NULL
~X~021302,Vegetable Saps,"vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other mucilages and thickeners, whether or not modified, derived from vegetable products.",NULL,Sucos e extratos vegetais,"sucos e extratos vegetais; substâncias pécticas, pectinatos e pectatos; mucilagens ágar-ágar e outros e espessantes, ou não modificado, derivados dos vegetais.",NULL
~X~0214,Vegetable Plaiting Materials,vegetable plaiting materials; vegetable products not elsewhere specified or included,NULL,"matérias para entrançar e outros produtos de origem vegetal, não especificados nem compreendidos","matérias para entrançar e outros produtos de origem vegetal, não especificados nem compreendidos",NULL
~X~021401,Vegetable Plaiting Materials,"vegetable materials of a kind used primarily for plaiting (for example, bamboos, rattans, reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, and lime bark).",NULL,Matérias vegetais utilizadas principalmente em cestaria ou espartaria,"matérias vegetais das espécies principalmente utilizadas em cestaria ou espartaria (por exemplo, bambus, rotins, canas, juncos, vimes, ráfia, limpos, palha de cereais branqueada ou tingida, casca de tília).",NULL
~X~021402,Vegetable Stuffing Materials,Kapok (ceiba pentandra),NULL,NULL,NULL,NULL
~X~021403,Vegetable Brush Materials,Broom corn used in brooms or brushes,NULL,NULL,NULL,NULL
~X~021404,Other Vegetable Products,vegetable products not elsewhere specified or included.,NULL,Produtos vegetais não especificados,produtos vegetais não especificados nem compreendidos.,NULL
~X~03,Animal and Vegetable Bi-Products,Animal Or Vegetable Fats And Oils And Their Cleavage Products; Prepared Edible Fats; Animal Or Vegetable Waxes,NULL,Animal & Vegetal subprodutos,NULL,NULL
~X~0315,Fats and Oils,animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes,NULL,"animais ou vegetais, gorduras, óleos e produtos da sua dissociação; gorduras alimentares elaboradas; ceras animais ou vegetais","animais ou vegetais, gorduras, óleos e produtos da sua dissociação; gorduras alimentares elaboradas; ceras animais ou vegetais",NULL
~X~031501,Pig and Poultry Fat,"pig fat (including lard) and poultry fat, other than that of heading 02.09 or 15.03.",NULL,"Banha, gordura de aves, fundidas","gordura de porco (incluída a banha) e gorduras de aves, excepto as das posições 02.09 ou 15.03.",NULL
~X~031502,"Bovine, Sheep, and Goat Fat","fats of bovine animals, sheep or goats, other than those of heading 15.03.",NULL,"Gorduras ovinos, bovinos e caprinos","gorduras de animais das espécies bovina, ovina ou caprina, excepto as da posição 15.03.",NULL
~X~031503,Lard,"lard stearin, lard oil, oleostearin, oleo-oil and tallow oil, not emulsified or mixed or otherwise prepared.",NULL,"Estearina, estearina e óleos, óleo de sebo naturais","estearina solar, óleo de banha de porco, óleo-estearina, óleo-margarina e óleo de sebo, não emulsionados nem misturados, nem preparados.",NULL
~X~031504,Fish Oil,"fats and oils and their fractions, of fish or marine mammals, whether or not refined, but not chemically modified.",NULL,Gorduras e óleos de peixe ou de mamíferos marinhos,"gorduras, óleos e respectivas fracções, de peixes ou de mamíferos marinhos, mesmo refinados, mas não quimicamente modificados.",NULL
~X~031505,Wool Grease,wool grease and fatty substances derived therefrom (including lanolin).,NULL,Suarda em bruto,"suarda e substâncias gordas dela derivadas, incluída a lanolina).",NULL
~X~031506,Other Animal Fats,"other animal fats and oils and their fractions, whether or not refined, but not chemically modified.",NULL,"Gorduras animais, óleos","outras gorduras animais e óleos e respectivas fracções, mesmo refinados, mas não quimicamente modificados.",NULL
~X~031507,Soybean Oil,"soya-bean oil and its fractions, whether or not refined, but not chemically modified.",NULL,"Óleo de soja em bruto,","Óleo de soja e respectivas fracções, mesmo refinados, mas não quimicamente modificados.",NULL
~X~031508,Ground Nut Oil,"ground-nut oil and its fractions, whether or not refined, but not chemically modified.",NULL,"Óleo de amendoim bruto,","Óleo de amendoim e respectivas fracções, mesmo refinados, mas não quimicamente modificados.",NULL
~X~031509,Pure Olive Oil,"olive oil and its fractions, whether or not refined, but not chemically modified.",NULL,"Azeite, virgem","o azeite de oliva e respectivas frações, mesmo refinados, mas não quimicamente modificados.",NULL
~X~031510,Olive Oil,"other oils and their fractions, obtained solely from olives, whether or not refined, but not chemically modified, including blends of these oils or fractions with oils or fractions of heading 15.09.",NULL,Azeite combina,"outros óleos e respectivas fracções, obtidos exclusivamente a partir de azeitonas, mesmo refinados, mas não quimicamente modificados, e misturas desses óleos ou fracções com óleos ou frações da posição 15.09.",NULL
~X~031511,Palm Oil,"palm oil and its fractions, whether or not refined, but not chemically modified.",NULL,"O óleo de palma, em bruto","o óleo de palma e respectivas fracções, mesmo refinados, mas não quimicamente modificados.",NULL
~X~031512,Seed Oils,"sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified.",NULL,"De girassol ou de cártamo em bruto,","o óleo de girassol, de cártamo ou de algodão e respectivas fracções, mesmo refinados, mas não quimicamente modificados.",NULL
~X~031513,Coconut Oil,"coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified.",NULL,Coconut petróleo bruto,"Óleo de coco (óleo de copra), de palmiste ou de babaçu e respectivas fracções, mesmo refinados, mas não quimicamente modificados.",NULL
~X~031514,Rapeseed Oil,"rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified.",NULL,"Canola, óleo de colza, colza e mostarda em bruto,","Óleo de colza, de colza ou de mostarda e respectivas fracções, mesmo refinados, mas não quimicamente modificados.",NULL
~X~031515,Other Pure Vegetable Oils,"other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified.",NULL,Óleo de linhaça em bruto,"outras gorduras e óleos vegetais (incluindo o óleo de jojoba) e respectivas fracções, mesmo refinados, mas não quimicamente modificados.",NULL
~X~031516,Other Vegetable Oils,"animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared.",NULL,"hidrogenados gorduras animais e vegetais, óleos","animais ou vegetais, gorduras e óleos e respectivas fracções, parcial ou totalmente hidrogenados, esterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo.",NULL
~X~031517,Margarine,"margarine; edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils or their fractions of heading 15.16.",NULL,"Margarina, não líquido","margarina, misturas ou preparações alimentícias de origem animal ou gorduras ou de óleos ou de frações das diferentes gorduras ou óleos do presente capítulo, excepto as gorduras e óleos alimentícios, e respectivas fracções, da posição 15.16.",NULL
~X~031518,Inedible Fats and Oils,"animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 15.16; inedible mixtures or preparations of",NULL,"Animais transformadas, óleos vegetais","animais ou vegetais, gorduras e óleos e respectivas fracções, cozidos, oxidados, desidratados, sulfurados, polimerizados pelo calor no vácuo ou em gás inerte ou modificados quimicamente, exceto os da posição 15.16; misturas ou preparações",NULL
~X~031519,Stearic Acid,Stearic acid,NULL,Ácido esteárico,NULL,NULL
~X~031520,Glycerol,"glycerol, crude; glycerol waters and glycerol lyes.",NULL,"Glicerol em bruto,","o glicerol bruto, e nas águas e lixívias glicéricas.",NULL
~X~031521,Waxes,"vegetable waxes (other than triglycerides), beeswax, other insect waxes and spermaceti, whether or not refined or coloured.",NULL,Ceras vegetais não triglicérides,"ceras vegetais (excepto os triglicéridos), ceras de abelha ou de outros insectos e espermacete, mesmo refinados ou corados.",NULL
~X~031522,Fat and Oil Residues,degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes.,NULL,Resíduos de animais e vegetais tratamento ceras,dégras; resíduos resultantes do tratamento das matérias gordas ou das ceras animais ou vegetais.,NULL
~X~04,Foodstuffs,"Prepared Foodstuffs; Beverages, Spirits And Vinegar; Tobacco And Manufactured Tobacco Substitutes",NULL,Alimentícios,NULL,NULL
~X~0416,Processed Animals,"preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates",NULL,"preparações de carne, de peixes ou crustáceos, moluscos e outros invertebrados aquáticos","preparações de carne, de peixes ou crustáceos, moluscos e outros invertebrados aquáticos",NULL
~X~041601,Sausages,"sausages and similar products, of meat, meat offal or blood; food preparations based on these products.",NULL,Enchidos,"enchidos e produtos semelhantes, de carne, miudezas ou sangue;. preparações alimentares à base destes produtos",NULL
~X~041602,Other Prepared Meat,"other prepared or preserved meat, meat offal or blood.",NULL,Preparações homogeneizadas de carne,"outras preparações e conservas de carne, miudezas ou de sangue.",NULL
~X~041603,Animal Extracts,"extracts and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates.",NULL,"Extractos, sucos de carne ou peixe","extractos e sucos de carne, peixe ou crustáceos, moluscos e outros invertebrados aquáticos.",NULL
~X~041604,Processed Fish,prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs.,NULL,Preparações e conservas de peixe,preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.,NULL
~X~041605,Processed Crustaceans,"crustaceans, molluscs and other aquatic invertebrates, prepared or preserved.",NULL,"Crustáceos, moluscos e outros invertebrados aquáticos","os crustáceos, moluscos e outros invertebrados aquáticos, preparados ou conservados.",NULL
~X~0417,Sugar,sugars and sugar confectionery,NULL,açúcares e produtos de confeitaria,açúcares e produtos de confeitaria,NULL
~X~041701,Raw Sugar,"cane or beet sugar and chemically pure sucrose, in solid form.",NULL,"Açúcar em bruto, cana-de-","açúcar de cana ou de beterraba e sacarose quimicamente pura, no estado sólido.",NULL
~X~041702,Other Sugars,"other sugars, including chemically pure lactose, maltose, glucose and fructose, in solid form; sugar syrups not containing added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel.",NULL,Outros açúcares,"outros açúcares, incluídos a lactose quimicamente pura, maltose, glicose e frutose, em estado sólido, xaropes de açúcar sem adição de aromatizantes ou de corantes; sucedâneos do mel, mesmo misturados com mel natural; caramelo.",NULL
~X~041703,Molasses,molasses resulting from the extraction or refining of sugar.,NULL,Melaço,melaços resultantes da extracção ou refinação do açúcar.,NULL
~X~041704,Confectionery Sugar,"sugar confectionery (including white chocolate), not containing cocoa.",NULL,Produtos de confeitaria,"não é de confeitaria (incluindo chocolate branco), contendo cacau.",NULL
~X~0418,Cocoa,cocoa and cocoa preparations,NULL,cacau e suas preparações,cacau e suas preparações,NULL
~X~041801,Cocoa Beans,"cocoa beans, whole or broken, raw or roasted.",NULL,"Cacau, toda","cacau inteiro ou partido, em bruto ou torrado.",NULL
~X~041802,Cocoa Shells,"cocoa shells, husks, skins and other cocoa waste.",NULL,Cascas de cacau,"conchas, cascas de cacau, peles e outros desperdícios de cacau.",NULL
~X~041803,Cocoa Paste,"cocoa paste, whether or not defatted.",NULL,Pasta de cacau não desengordurada,"pasta de cacau, mesmo desengordurada.",NULL
~X~041804,Cocoa Butter,"cocoa butter, fat and oil.",NULL,"A manteiga de cacau, gordura, óleo","a manteiga de cacau, gordura e óleo.",NULL
~X~041805,Cocoa Powder,"cocoa powder, not containing added sugar or other sweetening matter.",NULL,"Cacau em pó, não adoçado","cacau em pó, sem adição de açúcar ou de outros edulcorantes.",NULL
~X~041806,Chocolate,chocolate and other food preparations containing cocoa.,NULL,"Cacau em pó, adoçado",preparações alimentícias de chocolate e outro contendo cacau.,NULL
~X~0419,Grain Preparations,"preparations of cereals, flour, starch or milk; pastrycooks' products",NULL,"preparações de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria","preparações de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",NULL
~X~041901,Malt Extract,"malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing less than 40 % by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included; food preparations of goods of",NULL,Extrato de malte,"extrato de malte; não preparações alimentícias de farinhas, grumos, sêmolas, amidos, féculas ou extrato de malte, não contendo cacau ou contendo menos de 40% em peso, de cacau, calculado sobre uma base totalmente desengordurada, não especificadas nem comp",NULL
